product_id,product_name,category,sub_category,supplier_id,cost_price,selling_price,product_status,launch_date
328,Classic Cotton Shirt,Fashion,Clothing,88,113.99,253.31,Discontinued,2026-03-11
329,Modern Sofa,Home,Furniture,187,185.86,337.93,Active,2025-07-19
330,Workout Equipment,Lifestyle,Fitness,152,52.38,104.76,Active,2025-11-09
331,Bedroom Side Table,Home,Furniture,177,125.16,227.56,Active,2025-08-04
332,Premium Leather Boots,Fashion,Footwear,13,40.95,91.0,Discontinued,2022-11-15
333,Foundation Set,Beauty,Cosmetics,102,28.22,80.63,Active,2025-06-22
334,Glass Storage Containers,Home,Kitchen,229,112.75,205.0,Active,2022-01-29
335,Ceramic Vase,Home,Decor,137,147.24,267.71,Active,2025-11-24
336,Glass Storage Containers,Home,Kitchen,241,247.49,449.98,Discontinued,2025-10-30
337,Organic Linen Shirt,Fashion,Clothing,120,97.44,216.53,Active,2022-08-26
338,Premium Cookware Set,Home,Kitchen,64,158.57,288.31,Active,2025-08-15
339,Oak Dining Table,Home,Furniture,32,184.13,334.78,Active,2023-11-03
340,Wooden Storage Cabinet,Home,Furniture,127,234.21,425.84,Active,2023-01-24
341,Classic Belt,Fashion,Accessories,210,47.0,104.44,Discontinued,2025-07-07
342,Wall Art Frame,Home,Decor,162,207.62,377.49,Active,2022-09-04
343,Organic Linen Shirt,Fashion,Clothing,210,43.84,97.42,Active,2021-08-28
344,Premium Cookware Set,Home,Kitchen,223,31.81,57.84,Active,2022-07-03
345,Designer Sunglasses,Fashion,Accessories,48,100.38,223.07,Active,2023-03-07
346,Leather Wallet,Fashion,Accessories,59,12.08,26.84,Active,2025-11-10
347,Premium Cookware Set,Home,Kitchen,146,135.42,246.22,Discontinued,2026-05-16
348,Storage Box,Consumer Goods,General,208,29.33,45.12,Active,2022-12-07
349,Decorative Lamp,Home,Decor,179,106.67,193.95,Active,2024-09-29
350,Wall Art Frame,Home,Decor,180,101.49,184.53,Active,2023-07-15
351,Travel Backpack,Lifestyle,Travel,93,58.02,116.04,Active,2026-06-11
352,Office Stationery Pack,Consumer Goods,Stationery,208,39.02,60.03,Active,2024-03-21
353,Casual Canvas Shoes,Fashion,Footwear,88,23.41,52.02,Discontinued,2026-03-27
354,Glass Storage Containers,Home,Kitchen,232,205.06,372.84,Active,2022-02-11
355,Leather Wallet,Fashion,Accessories,116,111.64,248.09,Active,2026-05-22
356,Travel Backpack,Lifestyle,Travel,174,30.76,61.52,Discontinued,2022-06-07
357,Travel Backpack,Lifestyle,Travel,203,75.38,150.76,Active,2026-05-08
358,Canvas Backpack,Fashion,Accessories,220,35.61,79.13,Active,2022-11-12
359,Decorative Lamp,Home,Decor,24,176.67,321.22,Active,2022-01-29
360,Canvas Backpack,Fashion,Accessories,138,81.82,181.82,Active,2023-09-17
361,Modern Sofa,Home,Furniture,127,85.65,155.73,Active,2025-03-07
362,Portable Charger,Consumer Goods,Electronics,167,42.51,65.4,Active,2023-02-08
363,Smart Home Device,Consumer Goods,Electronics,44,140.75,216.54,Active,2024-07-26
364,Office Stationery Pack,Consumer Goods,Stationery,44,141.13,217.12,Active,2024-02-04
365,Hydrating Moisturiser,Beauty,Skincare,165,31.33,89.51,Active,2023-06-19
366,Designer Sunglasses,Fashion,Accessories,47,103.62,230.27,Active,2024-06-02
367,Heritage Wool Coat,Fashion,Clothing,52,90.42,200.93,Active,2022-10-24
368,Travel Organiser,Lifestyle,Travel,114,80.12,160.24,Discontinued,2025-01-30
369,Travel Backpack,Lifestyle,Travel,203,86.33,172.66,Active,2021-07-19
370,Foundation Set,Beauty,Cosmetics,36,21.84,62.4,Active,2026-03-02
371,Organic Linen Shirt,Fashion,Clothing,99,112.94,250.98,Active,2024-03-25
372,Organic Linen Shirt,Fashion,Clothing,86,114.94,255.42,Active,2025-02-18
373,Cotton Cushion Set,Home,Decor,91,170.35,309.73,Active,2025-03-31
374,Organic Linen Shirt,Fashion,Clothing,94,27.57,61.27,Discontinued,2024-11-21
375,Household Organiser,Consumer Goods,General,207,26.44,40.68,Active,2023-05-12
376,Wooden Storage Cabinet,Home,Furniture,32,129.98,236.33,Active,2021-11-20
377,Outdoor Water Bottle,Lifestyle,Outdoor,132,71.68,143.36,Active,2024-11-09
378,Camping Chair,Lifestyle,Outdoor,89,69.63,139.26,Discontinued,2023-03-10
379,Natural Face Cleanser,Beauty,Skincare,140,27.82,79.49,Active,2023-02-09
380,Leather Wallet,Fashion,Accessories,13,101.17,224.82,Discontinued,2025-10-11
381,Canvas Backpack,Fashion,Accessories,52,46.09,102.42,Discontinued,2025-02-19
382,Ceramic Vase,Home,Decor,222,154.12,280.22,Active,2023-01-15
383,Hair Repair Treatment,Beauty,Haircare,143,9.2,26.29,Active,2023-01-31
384,Bedroom Side Table,Home,Furniture,209,205.59,373.8,Active,2023-07-31
385,Wooden Storage Cabinet,Home,Furniture,188,36.8,66.91,Active,2023-07-20
386,Premium Knit Sweater,Fashion,Clothing,13,112.8,250.67,Active,2023-01-06
387,Premium Notebook Set,Consumer Goods,Stationery,70,67.24,103.45,Active,2022-03-05
388,Hiking Equipment,Lifestyle,Outdoor,132,40.57,81.14,Active,2023-08-22
389,Kitchen Knife Set,Home,Kitchen,22,177.03,321.87,Discontinued,2026-03-29
390,Premium Leather Boots,Fashion,Footwear,54,119.21,264.91,Active,2024-12-03
391,Ceramic Vase,Home,Decor,243,20.8,37.82,Active,2026-01-19
392,Office Stationery Pack,Consumer Goods,Stationery,156,63.1,97.08,Active,2024-08-12
393,Running Trainers,Fashion,Footwear,86,30.73,68.29,Active,2023-01-16
394,Designer Sunglasses,Fashion,Accessories,215,94.27,209.49,Active,2024-04-11
395,Classic Cotton Shirt,Fashion,Clothing,214,13.69,30.42,Discontinued,2021-07-16
396,Travel Backpack,Lifestyle,Travel,250,9.2,18.4,Active,2022-12-21
397,Classic Cotton Shirt,Fashion,Clothing,47,65.43,145.4,Active,2023-09-08
398,Classic Belt,Fashion,Accessories,206,75.77,168.38,Active,2024-06-09
399,Premium Knit Sweater,Fashion,Clothing,66,55.49,123.31,Active,2024-10-23
400,Canvas Backpack,Fashion,Accessories,220,84.66,188.13,Discontinued,2023-11-12
401,Kitchen Knife Set,Home,Kitchen,234,140.63,255.69,Active,2023-10-01
402,Kitchen Knife Set,Home,Kitchen,56,193.52,351.85,Active,2022-08-10
403,Heritage Wool Coat,Fashion,Clothing,48,98.64,219.2,Active,2023-11-27
404,Premium Cookware Set,Home,Kitchen,139,75.86,137.93,Active,2026-01-16
405,Organic Linen Shirt,Fashion,Clothing,120,20.17,44.82,Active,2025-07-08
406,Premium Leather Boots,Fashion,Footwear,14,30.7,68.22,Discontinued,2022-05-21
407,Camping Chair,Lifestyle,Outdoor,155,24.84,49.68,Active,2021-12-17
408,Slim Fit Denim Jacket,Fashion,Clothing,59,115.83,257.4,Active,2024-02-12
409,Fitness Training Mat,Lifestyle,Fitness,230,62.42,124.84,Active,2024-09-13
410,Modern Sofa,Home,Furniture,232,85.1,154.73,Active,2023-03-20
411,Glass Storage Containers,Home,Kitchen,91,102.72,186.76,Active,2025-08-18
412,Decorative Lamp,Home,Decor,229,213.14,387.53,Active,2025-04-17
413,Ceramic Dinner Set,Home,Kitchen,187,218.74,397.71,Active,2024-11-25
414,Designer Sunglasses,Fashion,Accessories,88,26.77,59.49,Active,2022-08-30
415,Canvas Backpack,Fashion,Accessories,183,70.57,156.82,Active,2022-07-14
416,Formal Leather Shoes,Fashion,Footwear,175,28.51,63.36,Active,2021-08-29
417,Designer Sunglasses,Fashion,Accessories,54,110.86,246.36,Discontinued,2022-10-06
418,Portable Charger,Consumer Goods,Electronics,12,127.47,196.11,Active,2023-11-30
419,Storage Box,Consumer Goods,General,235,10.89,16.75,Active,2025-10-14
420,Vitamin C Serum,Beauty,Skincare,225,10.1,28.86,Active,2021-11-25
421,Ceramic Dinner Set,Home,Kitchen,193,166.68,303.05,Discontinued,2023-08-11
422,Household Organiser,Consumer Goods,General,5,10.93,16.82,Discontinued,2024-09-07
423,Modern Sofa,Home,Furniture,180,244.82,445.13,Active,2022-07-06
424,Decorative Lamp,Home,Decor,237,236.13,429.33,Active,2025-01-07
425,Premium Knit Sweater,Fashion,Clothing,48,36.51,81.13,Discontinued,2024-01-04
426,Glass Storage Containers,Home,Kitchen,234,111.29,202.35,Active,2022-10-04
427,Premium Notebook Set,Consumer Goods,Stationery,207,41.62,64.03,Active,2024-10-25
428,Camping Chair,Lifestyle,Outdoor,35,43.5,87.0,Active,2021-07-26
429,Oak Dining Table,Home,Furniture,218,59.42,108.04,Active,2025-04-17
430,Foundation Set,Beauty,Cosmetics,165,48.93,139.8,Active,2025-05-22
431,Vitamin C Serum,Beauty,Skincare,63,45.36,129.6,Discontinued,2022-01-26
432,Oak Dining Table,Home,Furniture,209,232.88,423.42,Discontinued,2023-08-31
433,Wooden Storage Cabinet,Home,Furniture,246,92.33,167.87,Active,2022-06-02
434,Decorative Lamp,Home,Decor,20,88.83,161.51,Discontinued,2026-04-30
435,Casual Canvas Shoes,Fashion,Footwear,122,93.12,206.93,Active,2024-02-16
436,Hiking Equipment,Lifestyle,Outdoor,35,52.58,105.16,Active,2021-10-15
437,Running Trainers,Fashion,Footwear,14,47.47,105.49,Discontinued,2022-10-14
438,Office Stationery Pack,Consumer Goods,Stationery,5,98.78,151.97,Active,2025-10-12
439,Kitchen Knife Set,Home,Kitchen,151,62.72,114.04,Discontinued,2023-10-27
440,Travel Organiser,Lifestyle,Travel,97,80.82,161.64,Active,2025-07-18
441,Organic Linen Shirt,Fashion,Clothing,220,26.97,59.93,Active,2024-11-15
442,Classic Cotton Shirt,Fashion,Clothing,1,113.73,252.73,Active,2026-06-23
443,Ceramic Dinner Set,Home,Kitchen,32,40.08,72.87,Active,2024-07-07
444,Decorative Lamp,Home,Decor,24,26.04,47.35,Active,2026-04-15
445,Wall Art Frame,Home,Decor,247,108.6,197.45,Active,2025-12-29
446,Wooden Storage Cabinet,Home,Furniture,187,139.85,254.27,Active,2024-08-07
447,Casual Canvas Shoes,Fashion,Footwear,86,64.24,142.76,Active,2025-02-18
448,Formal Leather Shoes,Fashion,Footwear,94,63.27,140.6,Active,2024-01-23
449,Bedroom Side Table,Home,Furniture,192,161.83,294.24,Active,2025-09-09
450,Premium Leather Boots,Fashion,Footwear,133,46.54,103.42,Discontinued,2024-04-11
451,Kitchen Knife Set,Home,Kitchen,130,119.04,216.44,Discontinued,2026-01-09
452,Running Trainers,Fashion,Footwear,176,44.56,99.02,Active,2025-04-03
453,Office Stationery Pack,Consumer Goods,Stationery,167,119.48,183.82,Active,2023-11-29
454,Glass Storage Containers,Home,Kitchen,26,234.38,426.15,Active,2022-11-01
455,Ceramic Vase,Home,Decor,209,196.55,357.36,Active,2022-10-10
456,Premium Notebook Set,Consumer Goods,Stationery,121,121.68,187.2,Active,2024-09-22
457,Strengthening Shampoo,Beauty,Haircare,51,32.77,93.63,Active,2025-05-14
458,Organic Linen Shirt,Fashion,Clothing,122,18.14,40.31,Discontinued,2024-02-22
459,Kitchen Knife Set,Home,Kitchen,180,28.46,51.75,Active,2024-09-02
460,Hiking Equipment,Lifestyle,Outdoor,205,91.87,183.74,Active,2022-11-29
461,Hiking Equipment,Lifestyle,Outdoor,115,20.8,41.6,Discontinued,2021-12-04
462,Designer Sunglasses,Fashion,Accessories,106,116.23,258.29,Active,2022-12-19
463,Heritage Wool Coat,Fashion,Clothing,66,66.17,147.04,Discontinued,2022-11-24
464,Ceramic Vase,Home,Decor,154,106.05,192.82,Active,2023-02-19
465,Hiking Equipment,Lifestyle,Outdoor,170,19.32,38.64,Active,2024-03-28
466,Kitchen Knife Set,Home,Kitchen,22,46.7,84.91,Active,2022-03-25
467,Formal Leather Shoes,Fashion,Footwear,61,67.32,149.6,Active,2022-09-11
468,Kitchen Knife Set,Home,Kitchen,127,35.45,64.45,Active,2025-01-03
469,Vitamin C Serum,Beauty,Skincare,107,33.45,95.57,Active,2025-01-25
470,Storage Box,Consumer Goods,General,153,34.42,52.95,Active,2021-11-10
471,Formal Leather Shoes,Fashion,Footwear,66,97.75,217.22,Active,2023-07-30
472,Designer Sunglasses,Fashion,Accessories,133,13.21,29.36,Discontinued,2024-04-01
473,Strengthening Shampoo,Beauty,Haircare,112,3.21,9.17,Active,2023-08-14
474,Leather Wallet,Fashion,Accessories,206,21.19,47.09,Discontinued,2022-07-28
475,Running Trainers,Fashion,Footwear,175,22.54,50.09,Active,2023-08-22
476,Wall Art Frame,Home,Decor,192,109.39,198.89,Active,2026-01-23
477,Glass Storage Containers,Home,Kitchen,246,125.31,227.84,Active,2024-06-16
478,Foundation Set,Beauty,Cosmetics,184,30.74,87.83,Active,2025-01-06
479,Heritage Wool Coat,Fashion,Clothing,39,30.13,66.96,Active,2025-10-27
480,Premium Cookware Set,Home,Kitchen,187,108.25,196.82,Active,2025-05-13
481,Ceramic Vase,Home,Decor,182,58.38,106.15,Active,2023-06-10
482,Formal Leather Shoes,Fashion,Footwear,215,15.9,35.33,Active,2021-07-26
483,Premium Notebook Set,Consumer Goods,Stationery,46,124.13,190.97,Discontinued,2023-04-19
484,Kitchen Knife Set,Home,Kitchen,209,133.1,242.0,Active,2025-04-21
485,Oak Dining Table,Home,Furniture,234,195.04,354.62,Active,2025-10-21
486,Premium Knit Sweater,Fashion,Clothing,88,28.5,63.33,Active,2026-04-21
487,Ceramic Dinner Set,Home,Kitchen,187,46.27,84.13,Discontinued,2023-08-20
488,Hair Repair Treatment,Beauty,Haircare,238,36.79,105.11,Discontinued,2025-04-10
489,Premium Leather Boots,Fashion,Footwear,228,92.65,205.89,Active,2024-04-08
490,Hydrating Moisturiser,Beauty,Skincare,85,19.38,55.37,Active,2024-07-21
491,Wooden Storage Cabinet,Home,Furniture,77,206.46,375.38,Discontinued,2022-08-22
492,Hiking Equipment,Lifestyle,Outdoor,205,45.68,91.36,Discontinued,2022-08-20
493,Slim Fit Denim Jacket,Fashion,Clothing,13,72.71,161.58,Discontinued,2023-09-19
494,Canvas Backpack,Fashion,Accessories,99,117.69,261.53,Active,2021-09-06
495,Premium Leather Boots,Fashion,Footwear,47,115.9,257.56,Active,2023-03-21
496,Premium Notebook Set,Consumer Goods,Stationery,207,131.25,201.92,Active,2024-12-07
497,Running Trainers,Fashion,Footwear,244,53.2,118.22,Active,2023-07-24
498,Kitchen Knife Set,Home,Kitchen,139,123.96,225.38,Active,2022-05-13
499,Wall Art Frame,Home,Decor,218,235.36,427.93,Active,2023-11-16
500,Glass Storage Containers,Home,Kitchen,188,20.57,37.4,Active,2022-03-06
501,Workout Equipment,Lifestyle,Fitness,212,71.24,142.48,Active,2024-08-25
502,Fitness Training Mat,Lifestyle,Fitness,142,83.36,166.72,Active,2021-09-03
503,Casual Canvas Shoes,Fashion,Footwear,204,73.57,163.49,Discontinued,2023-07-05
504,Hair Repair Treatment,Beauty,Haircare,23,7.68,21.94,Active,2024-05-11
505,Organic Linen Shirt,Fashion,Clothing,175,10.07,22.38,Active,2021-09-03
506,Canvas Backpack,Fashion,Accessories,228,43.21,96.02,Active,2024-10-01
507,Casual Canvas Shoes,Fashion,Footwear,17,50.9,113.11,Active,2022-03-20
508,Classic Belt,Fashion,Accessories,66,57.22,127.16,Active,2023-11-06
509,Travel Backpack,Lifestyle,Travel,155,12.4,24.8,Discontinued,2021-10-15
510,Designer Sunglasses,Fashion,Accessories,1,10.89,24.2,Active,2023-06-08
511,Hair Repair Treatment,Beauty,Haircare,145,6.33,18.09,Active,2022-08-06
512,Classic Cotton Shirt,Fashion,Clothing,99,50.43,112.07,Active,2023-03-04
513,Slim Fit Denim Jacket,Fashion,Clothing,14,68.36,151.91,Active,2025-05-06
514,Cabin Luggage,Lifestyle,Travel,115,73.63,147.26,Active,2023-06-08
515,Household Organiser,Consumer Goods,General,50,22.14,34.06,Active,2025-04-19
516,Premium Knit Sweater,Fashion,Clothing,122,48.67,108.16,Active,2025-09-12
517,Slim Fit Denim Jacket,Fashion,Clothing,86,80.91,179.8,Active,2022-10-19
518,Wall Art Frame,Home,Decor,232,236.49,429.98,Active,2021-12-12
519,Foundation Set,Beauty,Cosmetics,63,27.33,78.09,Discontinued,2021-08-20
520,Casual Canvas Shoes,Fashion,Footwear,228,16.0,35.56,Active,2024-03-26
521,Wooden Storage Cabinet,Home,Furniture,163,166.76,303.2,Active,2026-07-15
522,Modern Sofa,Home,Furniture,127,50.36,91.56,Discontinued,2023-04-16
523,Ceramic Vase,Home,Decor,229,128.33,233.33,Active,2024-10-15
524,Classic Cotton Shirt,Fashion,Clothing,76,33.73,74.96,Active,2025-06-11
525,Office Stationery Pack,Consumer Goods,Stationery,189,109.77,168.88,Active,2024-10-18
526,Ceramic Dinner Set,Home,Kitchen,194,143.41,260.75,Discontinued,2025-04-23
527,Heritage Wool Coat,Fashion,Clothing,17,66.24,147.2,Active,2026-04-14
528,Portable Charger,Consumer Goods,Electronics,78,64.7,99.54,Active,2022-07-15
529,Running Trainers,Fashion,Footwear,13,36.89,81.98,Active,2021-08-22
530,Leather Wallet,Fashion,Accessories,94,83.27,185.04,Active,2022-04-20
531,Canvas Backpack,Fashion,Accessories,1,28.02,62.27,Active,2022-03-03
532,Wall Art Frame,Home,Decor,55,105.53,191.87,Active,2024-11-19
533,Travel Backpack,Lifestyle,Travel,114,81.68,163.36,Active,2024-05-10
534,Ceramic Dinner Set,Home,Kitchen,163,124.7,226.73,Active,2022-08-18
535,Canvas Backpack,Fashion,Accessories,120,27.3,60.67,Active,2025-01-13
536,Luxury Beauty Kit,Beauty,Cosmetics,73,37.82,108.06,Active,2025-05-16
537,Slim Fit Denim Jacket,Fashion,Clothing,9,61.89,137.53,Active,2022-05-18
538,Wireless Speaker,Consumer Goods,Electronics,157,122.44,188.37,Active,2024-07-28
539,Organic Linen Shirt,Fashion,Clothing,99,39.84,88.53,Active,2025-04-11
540,Oak Dining Table,Home,Furniture,56,71.33,129.69,Discontinued,2022-02-10
541,Premium Notebook Set,Consumer Goods,Stationery,123,131.24,201.91,Active,2025-08-20
542,Designer Sunglasses,Fashion,Accessories,1,50.58,112.4,Active,2026-05-12
543,Premium Cookware Set,Home,Kitchen,160,104.7,190.36,Active,2022-01-29
544,Portable Charger,Consumer Goods,Electronics,156,116.47,179.18,Active,2021-08-31
545,Premium Leather Boots,Fashion,Footwear,66,69.57,154.6,Active,2023-02-05
546,Portable Charger,Consumer Goods,Electronics,108,128.86,198.25,Active,2024-12-03
547,Canvas Backpack,Fashion,Accessories,138,64.12,142.49,Active,2026-04-30
548,Portable Charger,Consumer Goods,Electronics,68,23.02,35.42,Active,2023-07-10
549,Foundation Set,Beauty,Cosmetics,224,45.09,128.83,Active,2025-02-10
550,Portable Charger,Consumer Goods,Electronics,33,80.76,124.25,Active,2021-12-01
551,Leather Wallet,Fashion,Accessories,147,82.87,184.16,Active,2024-12-28
552,Casual Canvas Shoes,Fashion,Footwear,133,87.08,193.51,Active,2024-09-03
553,Running Trainers,Fashion,Footwear,14,113.79,252.87,Active,2022-01-18
554,Camping Chair,Lifestyle,Outdoor,72,15.04,30.08,Active,2025-05-26
555,Ceramic Dinner Set,Home,Kitchen,180,102.41,186.2,Active,2025-10-15
556,Glass Storage Containers,Home,Kitchen,246,47.58,86.51,Active,2024-07-16
557,Hair Repair Treatment,Beauty,Haircare,63,42.29,120.83,Active,2022-02-22
558,Canvas Backpack,Fashion,Accessories,116,53.59,119.09,Active,2026-06-16
559,Fitness Training Mat,Lifestyle,Fitness,15,95.45,190.9,Active,2025-06-14
560,Ceramic Vase,Home,Decor,24,126.27,229.58,Active,2023-04-10
561,Slim Fit Denim Jacket,Fashion,Clothing,47,31.79,70.64,Active,2023-09-06
562,Cotton Cushion Set,Home,Decor,188,154.81,281.47,Active,2023-05-23
563,Slim Fit Denim Jacket,Fashion,Clothing,228,58.78,130.62,Active,2024-01-25
564,Premium Leather Boots,Fashion,Footwear,9,113.65,252.56,Active,2023-03-31
565,Designer Sunglasses,Fashion,Accessories,133,64.57,143.49,Active,2025-10-14
566,Cabin Luggage,Lifestyle,Travel,83,91.29,182.58,Active,2025-08-25
567,Classic Cotton Shirt,Fashion,Clothing,215,78.11,173.58,Active,2022-01-24
568,Resistance Bands,Lifestyle,Fitness,181,50.51,101.02,Active,2026-05-05
569,Organic Linen Shirt,Fashion,Clothing,59,80.69,179.31,Discontinued,2024-09-18
570,Leather Wallet,Fashion,Accessories,122,96.01,213.36,Active,2025-09-06
571,Glass Storage Containers,Home,Kitchen,187,135.55,246.45,Active,2025-01-27
572,Heritage Wool Coat,Fashion,Clothing,214,34.09,75.76,Active,2023-09-19
573,Casual Canvas Shoes,Fashion,Footwear,210,119.96,266.58,Active,2025-03-16
574,Canvas Backpack,Fashion,Accessories,86,68.71,152.69,Active,2026-05-13
575,Travel Organiser,Lifestyle,Travel,128,38.71,77.42,Active,2022-11-21
576,Classic Belt,Fashion,Accessories,116,110.54,245.64,Active,2025-07-30
577,Workout Equipment,Lifestyle,Fitness,185,18.5,37.0,Active,2024-03-24
578,Strengthening Shampoo,Beauty,Haircare,60,26.05,74.43,Active,2023-12-15
579,Canvas Backpack,Fashion,Accessories,4,67.91,150.91,Active,2023-09-19
580,Canvas Backpack,Fashion,Accessories,47,47.48,105.51,Active,2025-03-11
581,Premium Notebook Set,Consumer Goods,Stationery,5,30.68,47.2,Active,2022-11-18
582,Outdoor Water Bottle,Lifestyle,Outdoor,31,40.49,80.98,Active,2025-10-18
583,Glass Storage Containers,Home,Kitchen,127,51.38,93.42,Active,2025-09-09
584,Workout Equipment,Lifestyle,Fitness,166,66.67,133.34,Active,2021-12-21
585,Hiking Equipment,Lifestyle,Outdoor,203,79.76,159.52,Active,2025-12-11
586,Cabin Luggage,Lifestyle,Travel,98,74.73,149.46,Active,2022-10-04
587,Leather Wallet,Fashion,Accessories,206,53.08,117.96,Discontinued,2023-11-11
588,Classic Belt,Fashion,Accessories,215,34.3,76.22,Discontinued,2024-08-03
589,Running Trainers,Fashion,Footwear,106,91.99,204.42,Active,2023-06-08
590,Running Trainers,Fashion,Footwear,220,107.39,238.64,Active,2021-09-06
591,Foundation Set,Beauty,Cosmetics,140,3.54,10.11,Active,2025-10-16
592,Heritage Wool Coat,Fashion,Clothing,76,96.57,214.6,Active,2022-06-13
593,Formal Leather Shoes,Fashion,Footwear,52,107.3,238.44,Active,2022-08-07
594,Strengthening Shampoo,Beauty,Haircare,40,41.95,119.86,Discontinued,2025-07-11
595,Camping Chair,Lifestyle,Outdoor,79,47.87,95.74,Active,2023-03-29
596,Casual Canvas Shoes,Fashion,Footwear,27,18.16,40.36,Active,2025-12-09
597,Natural Face Cleanser,Beauty,Skincare,29,28.71,82.03,Active,2025-01-16
598,Designer Sunglasses,Fashion,Accessories,4,57.45,127.67,Active,2022-12-02
599,Fitness Training Mat,Lifestyle,Fitness,21,14.62,29.24,Active,2021-08-03
600,Office Stationery Pack,Consumer Goods,Stationery,195,49.41,76.02,Active,2026-04-12
601,Formal Leather Shoes,Fashion,Footwear,48,16.0,35.56,Active,2021-12-19
602,Kitchen Knife Set,Home,Kitchen,64,42.31,76.93,Active,2025-02-19
603,Premium Leather Boots,Fashion,Footwear,176,102.81,228.47,Active,2023-12-25
604,Resistance Bands,Lifestyle,Fitness,212,30.18,60.36,Discontinued,2025-04-30
605,Kitchen Knife Set,Home,Kitchen,137,62.91,114.38,Active,2024-12-28
606,Casual Canvas Shoes,Fashion,Footwear,66,102.08,226.84,Discontinued,2024-10-07
607,Leather Wallet,Fashion,Accessories,17,83.5,185.56,Discontinued,2023-12-29
608,Ceramic Vase,Home,Decor,182,34.03,61.87,Active,2025-07-02
609,Strengthening Shampoo,Beauty,Haircare,165,44.44,126.97,Active,2022-01-01
610,Premium Leather Boots,Fashion,Footwear,197,72.83,161.84,Discontinued,2022-08-24
611,Luxury Beauty Kit,Beauty,Cosmetics,43,47.61,136.03,Active,2024-12-30
612,Slim Fit Denim Jacket,Fashion,Clothing,59,23.88,53.07,Active,2023-01-26
613,Designer Sunglasses,Fashion,Accessories,59,119.7,266.0,Active,2024-06-11
614,Strengthening Shampoo,Beauty,Haircare,233,45.97,131.34,Active,2023-11-27
615,Designer Sunglasses,Fashion,Accessories,204,45.87,101.93,Active,2024-03-11
616,Bedroom Side Table,Home,Furniture,26,115.32,209.67,Active,2023-08-31
617,Cotton Cushion Set,Home,Decor,24,149.42,271.67,Active,2025-04-08
618,Outdoor Water Bottle,Lifestyle,Outdoor,132,30.09,60.18,Active,2023-03-12
619,Ceramic Dinner Set,Home,Kitchen,56,83.35,151.55,Active,2025-01-19
620,Hiking Equipment,Lifestyle,Outdoor,129,8.68,17.36,Active,2022-11-22
621,Travel Organiser,Lifestyle,Travel,155,92.48,184.96,Active,2022-10-18
622,Casual Canvas Shoes,Fashion,Footwear,86,102.71,228.24,Active,2022-02-21
623,Wireless Speaker,Consumer Goods,Electronics,75,146.39,225.22,Active,2022-07-02
624,Resistance Bands,Lifestyle,Fitness,245,44.59,89.18,Active,2022-02-19
625,Organic Linen Shirt,Fashion,Clothing,183,93.54,207.87,Active,2024-03-20
626,Luxury Beauty Kit,Beauty,Cosmetics,29,17.62,50.34,Discontinued,2025-05-07
627,Cotton Cushion Set,Home,Decor,56,64.34,116.98,Active,2022-06-19
628,Vitamin C Serum,Beauty,Skincare,143,5.38,15.37,Active,2022-08-15
629,Resistance Bands,Lifestyle,Fitness,152,52.99,105.98,Active,2023-12-17
630,Cabin Luggage,Lifestyle,Travel,166,61.43,122.86,Active,2025-02-28
631,Office Stationery Pack,Consumer Goods,Stationery,101,32.89,50.6,Active,2026-06-03
632,Camping Chair,Lifestyle,Outdoor,97,7.61,15.22,Active,2024-02-28
633,Canvas Backpack,Fashion,Accessories,66,81.21,180.47,Active,2022-12-14
634,Premium Leather Boots,Fashion,Footwear,244,10.98,24.4,Active,2022-01-15
635,Camping Chair,Lifestyle,Outdoor,87,28.98,57.96,Active,2022-07-05
636,Hiking Equipment,Lifestyle,Outdoor,93,45.26,90.52,Active,2022-09-04
637,Strengthening Shampoo,Beauty,Haircare,63,24.93,71.23,Discontinued,2022-06-08
638,Hair Repair Treatment,Beauty,Haircare,6,27.04,77.26,Active,2021-08-10
639,Wall Art Frame,Home,Decor,125,177.42,322.58,Active,2024-03-17
640,Casual Canvas Shoes,Fashion,Footwear,86,38.73,86.07,Active,2022-11-28
641,Canvas Backpack,Fashion,Accessories,13,98.6,219.11,Discontinued,2026-05-30
642,Premium Cookware Set,Home,Kitchen,223,25.85,47.0,Active,2024-04-21
643,Office Stationery Pack,Consumer Goods,Stationery,113,64.36,99.02,Active,2025-01-09
644,Ceramic Vase,Home,Decor,130,187.11,340.2,Active,2022-03-03
645,Outdoor Water Bottle,Lifestyle,Outdoor,212,39.06,78.12,Active,2025-11-17
646,Luxury Beauty Kit,Beauty,Cosmetics,102,7.59,21.69,Active,2023-12-29
647,Hiking Equipment,Lifestyle,Outdoor,80,94.96,189.92,Active,2025-11-25
648,Cabin Luggage,Lifestyle,Travel,87,75.7,151.4,Active,2024-05-29
649,Glass Storage Containers,Home,Kitchen,91,154.68,281.24,Active,2023-11-20
650,Hair Repair Treatment,Beauty,Haircare,186,30.43,86.94,Discontinued,2023-09-28
651,Premium Knit Sweater,Fashion,Clothing,39,105.42,234.27,Active,2022-06-17
652,Ceramic Dinner Set,Home,Kitchen,247,216.48,393.6,Active,2021-10-17
653,Office Stationery Pack,Consumer Goods,Stationery,167,135.0,207.69,Active,2026-03-30
654,Canvas Backpack,Fashion,Accessories,17,63.63,141.4,Active,2023-12-05
655,Classic Cotton Shirt,Fashion,Clothing,164,40.09,89.09,Active,2025-08-25
